user_id,pages_viewed,time_spent,cart_additions,previous_purchases,total_sessions,session_duration,product_category,device_type,traffic_source,purchase
1024,16,267,0,2,15,754,Clothing,Mobile,Ads,0
1025,4,291,4,5,2,158,Books,Desktop,Social Media,0
1026,5,97,2,2,18,272,Clothing,Desktop,Ads,0
1027,14,213,0,8,1,201,Electronics,Tablet,Referral,0
1028,16,25,0,6,9,532,Books,Tablet,Email,0
1029,18,160,1,4,3,509,Books,Tablet,Ads,1
1030,7,263,1,1,2,299,Clothing,Tablet,Ads,0
1031,10,197,1,8,4,450,Home,Tablet,Referral,0
1032,7,338,4,4,16,192,Clothing,Mobile,Ads,0
1033,1,553,3,6,1,53,Clothing,Mobile,Email,0
1034,19,406,0,8,9,526,Beauty,Mobile,Email,1
1035,16,526,3,3,8,222,Beauty,Tablet,Email,1
1036,19,468,3,8,6,419,Electronics,Mobile,Email,1
1037,4,339,1,0,18,526,Electronics,Tablet,Organic,0
1038,18,178,3,5,16,835,Home,Desktop,Email,1
1039,2,375,0,1,8,158,Beauty,Desktop,Organic,0
1040,1,187,0,7,4,582,Sports,Mobile,Email,0
1041,15,371,2,4,3,572,Electronics,Desktop,Email,1
1042,5,49,4,2,15,65,Electronics,Desktop,Referral,0
1043,11,425,3,1,6,486,Beauty,Desktop,Email,0
1044,10,364,4,7,1,390,Beauty,Mobile,Ads,1
1045,2,264,4,6,18,794,Home,Desktop,Email,0
1046,3,152,4,8,11,244,Beauty,Mobile,Social Media,0
1047,12,586,4,7,3,316,Clothing,Tablet,Referral,1
1048,5,20,0,3,13,797,Books,Tablet,Referral,0
1049,5,35,3,1,17,398,Sports,Mobile,Email,0
1050,6,430,2,1,18,498,Books,Mobile,Social Media,0
1051,9,230,4,1,14,215,Clothing,Desktop,Email,0
1052,2,505,2,5,7,503,Clothing,Tablet,Ads,0
1053,12,246,0,6,7,90,Books,Desktop,Referral,0
1054,3,246,0,5,14,291,Clothing,Tablet,Referral,0
1055,12,228,1,1,15,817,Electronics,Desktop,Social Media,0
1056,17,496,4,3,12,140,Books,Desktop,Organic,1
1057,10,470,1,2,12,858,Clothing,Tablet,Social Media,0
1058,14,153,2,3,8,170,Electronics,Desktop,Ads,0
1059,17,198,3,4,16,774,Beauty,Tablet,Social Media,0
1060,18,264,1,6,9,564,Sports,Mobile,Organic,0
1061,19,77,0,8,2,108,Sports,Desktop,Ads,0
1062,17,345,4,1,14,523,Clothing,Tablet,Ads,1
1063,14,418,2,7,16,60,Sports,Tablet,Organic,1
1064,9,309,0,2,5,545,Electronics,Desktop,Email,0
1065,8,366,3,8,5,538,Beauty,Tablet,Social Media,1
1066,2,265,4,9,18,659,Clothing,Desktop,Ads,0
1067,13,362,3,3,18,95,Home,Desktop,Social Media,1
1068,7,530,3,2,5,539,Books,Mobile,Organic,1
1069,9,533,4,9,11,400,Sports,Mobile,Referral,1
1070,11,293,4,5,13,316,Sports,Mobile,Organic,1
1071,14,321,3,9,3,205,Clothing,Desktop,Social Media,1
1072,4,108,2,8,17,152,Books,Desktop,Ads,0
1073,13,206,4,6,18,260,Books,Tablet,Social Media,1
1074,2,491,0,3,14,584,Sports,Mobile,Referral,0
1075,5,235,1,2,12,33,Sports,Mobile,Ads,0
1076,11,374,2,9,14,731,Home,Tablet,Referral,1
1077,6,377,4,3,18,845,Books,Mobile,Email,0
1078,18,579,4,2,2,441,Electronics,Mobile,Organic,1
1079,10,599,2,2,7,279,Clothing,Mobile,Email,0
1080,4,84,1,8,15,685,Clothing,Tablet,Social Media,0
1081,9,51,3,3,10,516,Home,Mobile,Email,0
1082,6,431,0,8,15,374,Home,Desktop,Organic,0
1083,2,190,4,9,17,362,Electronics,Mobile,Ads,0
1084,17,554,1,4,11,482,Beauty,Desktop,Referral,1
1085,5,80,0,6,2,187,Clothing,Mobile,Ads,0
1086,6,577,2,4,18,606,Books,Desktop,Email,0
1087,12,114,4,0,4,866,Sports,Mobile,Social Media,0
1088,10,209,3,1,9,299,Electronics,Desktop,Email,0
1089,6,110,2,4,17,616,Clothing,Desktop,Organic,0
1090,8,316,4,5,17,447,Books,Mobile,Organic,0
1091,2,595,1,6,17,469,Electronics,Tablet,Social Media,0
1092,12,386,0,1,16,58,Beauty,Mobile,Ads,0
1093,13,408,0,9,8,364,Books,Tablet,Organic,0
1094,7,230,4,8,15,267,Clothing,Tablet,Organic,1
1095,10,191,2,5,1,182,Sports,Tablet,Social Media,0
1096,13,316,3,1,19,635,Books,Tablet,Ads,0
1097,17,531,1,1,15,778,Clothing,Tablet,Email,1
1098,14,405,4,2,9,863,Electronics,Tablet,Referral,1
1099,2,13,1,0,5,144,Beauty,Mobile,Social Media,0
1100,11,290,0,8,16,837,Books,Desktop,Ads,1
1101,1,224,3,9,13,760,Electronics,Desktop,Referral,0
1102,19,429,1,3,16,787,Electronics,Mobile,Social Media,1
1103,4,110,4,4,11,428,Home,Mobile,Email,0
1104,19,530,3,6,13,61,Electronics,Mobile,Email,1
1105,11,582,2,0,6,561,Books,Tablet,Ads,0
1106,8,318,4,2,17,82,Beauty,Tablet,Ads,0
1107,11,519,1,2,5,747,Sports,Desktop,Email,1
1108,4,72,3,1,17,760,Home,Mobile,Email,0
1109,17,235,4,7,1,224,Electronics,Desktop,Social Media,0
1110,7,114,3,4,5,334,Books,Desktop,Ads,0
1111,8,434,3,0,5,736,Clothing,Tablet,Referral,0
1112,3,264,3,1,7,374,Home,Tablet,Email,0
1113,2,438,1,0,16,111,Beauty,Desktop,Referral,0
1114,15,443,4,5,18,30,Clothing,Tablet,Ads,1
1115,5,216,0,8,6,196,Beauty,Tablet,Ads,0
1116,1,37,0,6,2,346,Clothing,Tablet,Organic,0
1117,4,345,1,4,13,212,Sports,Desktop,Email,0
1118,15,597,1,2,10,891,Beauty,Desktop,Ads,0
1119,19,78,3,7,11,302,Clothing,Desktop,Ads,1
1120,3,522,4,9,2,698,Beauty,Mobile,Email,1
1121,11,176,4,3,8,402,Home,Desktop,Organic,0
1122,17,377,2,8,19,391,Beauty,Tablet,Organic,1
1123,13,260,2,4,17,230,Books,Desktop,Organic,0
1124,11,179,0,5,16,221,Beauty,Mobile,Organic,0
1125,2,99,2,4,10,370,Clothing,Tablet,Social Media,0
1126,9,570,2,9,5,328,Beauty,Desktop,Email,1
1127,2,455,0,6,14,535,Sports,Desktop,Email,0
1128,9,303,0,6,19,617,Electronics,Tablet,Email,0
1129,9,159,2,0,4,169,Home,Desktop,Organic,0
1130,8,141,4,1,16,335,Books,Mobile,Organic,0
1131,17,442,2,6,15,225,Clothing,Tablet,Ads,1
1132,1,68,3,7,9,90,Beauty,Desktop,Social Media,0
1133,11,208,3,3,3,389,Beauty,Tablet,Email,0
1134,8,224,3,5,9,336,Beauty,Desktop,Social Media,0
1135,10,570,1,9,18,509,Home,Desktop,Email,1
1136,7,481,3,2,4,362,Books,Tablet,Organic,0
1137,3,256,4,6,19,895,Electronics,Desktop,Organic,0
1138,3,391,1,2,4,112,Sports,Desktop,Email,0
1139,18,248,1,6,9,363,Books,Tablet,Referral,1
1140,5,376,3,7,1,546,Sports,Desktop,Organic,0
1141,12,177,2,2,1,760,Books,Desktop,Ads,0
1142,12,569,0,1,19,795,Clothing,Tablet,Organic,0
1143,19,60,2,5,3,503,Electronics,Mobile,Ads,0
1144,6,389,2,3,10,423,Electronics,Mobile,Social Media,0
1145,2,483,1,7,12,629,Home,Mobile,Organic,0
1146,12,89,1,1,18,750,Books,Mobile,Organic,0
1147,19,376,1,3,14,721,Beauty,Mobile,Social Media,1
1148,5,470,4,1,10,749,Electronics,Mobile,Ads,0
1149,12,548,4,1,10,814,Books,Tablet,Referral,0
1150,17,461,0,1,18,606,Beauty,Tablet,Ads,0
1151,17,473,1,0,1,409,Home,Tablet,Email,0
1152,10,487,3,3,15,50,Books,Desktop,Email,0
1153,17,429,1,1,8,206,Books,Mobile,Email,0
1154,15,223,4,8,3,392,Clothing,Mobile,Social Media,1
1155,12,378,1,8,18,51,Books,Tablet,Ads,1
1156,16,123,4,6,9,866,Clothing,Desktop,Organic,1
1157,19,512,1,5,16,577,Beauty,Desktop,Email,1
1158,8,597,3,2,15,279,Beauty,Tablet,Ads,1
1159,17,320,0,6,5,690,Electronics,Mobile,Organic,0
1160,5,478,3,0,13,102,Home,Desktop,Ads,0
1161,16,53,4,8,7,120,Clothing,Mobile,Social Media,0
1162,6,424,2,3,16,205,Electronics,Desktop,Email,0
1163,8,255,3,5,7,155,Sports,Mobile,Referral,0
1164,18,93,1,5,16,233,Electronics,Desktop,Email,0
1165,12,216,0,2,13,275,Beauty,Mobile,Email,0
1166,15,160,1,3,17,640,Sports,Mobile,Social Media,0
1167,9,537,1,9,9,300,Electronics,Mobile,Organic,1
1168,13,174,3,2,12,73,Books,Tablet,Email,0
1169,15,154,0,5,13,763,Home,Mobile,Organic,0
1170,10,46,2,0,9,638,Clothing,Mobile,Organic,0
1171,16,342,1,7,5,577,Books,Desktop,Social Media,1
1172,7,412,0,7,7,197,Sports,Desktop,Email,0
1173,17,423,2,8,1,464,Home,Tablet,Social Media,1
1174,7,54,1,5,4,59,Electronics,Desktop,Social Media,0
1175,14,411,0,0,4,823,Books,Mobile,Referral,0
1176,15,215,3,2,16,626,Beauty,Tablet,Social Media,0
1177,7,71,1,0,5,386,Beauty,Tablet,Referral,0
1178,9,429,1,4,4,520,Home,Tablet,Organic,0
1179,19,477,0,2,6,662,Beauty,Mobile,Organic,1
1180,16,28,1,1,3,828,Clothing,Mobile,Ads,0
1181,8,374,2,2,8,277,Home,Desktop,Ads,0
1182,18,309,1,8,17,725,Home,Desktop,Organic,1
1183,18,16,4,7,18,282,Beauty,Desktop,Email,0
1184,7,437,2,2,18,814,Home,Tablet,Ads,0
1185,3,126,0,1,12,750,Electronics,Mobile,Social Media,0
1186,18,589,2,4,1,895,Sports,Desktop,Ads,1
1187,10,516,4,0,12,411,Books,Mobile,Organic,0
1188,7,555,4,3,11,565,Sports,Tablet,Email,1
1189,17,334,1,7,13,663,Books,Mobile,Organic,1
1190,14,64,1,0,3,766,Beauty,Mobile,Email,0
1191,3,51,3,4,8,448,Clothing,Tablet,Ads,0
1192,12,306,2,3,3,152,Clothing,Desktop,Social Media,0
1193,13,240,3,5,17,323,Beauty,Mobile,Social Media,0
1194,2,462,4,6,13,714,Beauty,Mobile,Organic,1
1195,3,403,1,8,10,172,Home,Tablet,Email,0
1196,5,531,1,0,17,540,Clothing,Mobile,Ads,0
1197,11,367,1,9,3,710,Sports,Mobile,Email,1
1198,8,453,0,3,13,86,Beauty,Mobile,Email,0
1199,12,137,4,5,6,71,Sports,Tablet,Email,0
1200,7,414,1,9,14,850,Books,Mobile,Ads,0
1201,15,401,4,6,10,660,Sports,Tablet,Email,1
1202,17,202,1,6,16,150,Clothing,Desktop,Social Media,1
1203,4,87,2,7,18,853,Books,Mobile,Organic,0
1204,13,94,4,9,13,792,Sports,Tablet,Referral,1
1205,18,39,3,7,10,372,Home,Tablet,Email,1
1206,1,58,0,7,6,361,Home,Mobile,Social Media,0
1207,16,154,3,7,10,485,Clothing,Tablet,Social Media,1
1208,13,78,4,7,5,466,Home,Desktop,Organic,1
1209,10,67,1,5,6,370,Beauty,Desktop,Organic,0
1210,12,583,4,8,7,370,Books,Desktop,Referral,1
1211,2,488,0,2,11,445,Clothing,Desktop,Referral,0
1212,3,454,4,5,16,878,Books,Tablet,Referral,0
1213,10,305,1,4,12,211,Sports,Tablet,Ads,0
1214,2,180,3,7,12,706,Beauty,Desktop,Ads,0
1215,13,584,2,3,5,293,Clothing,Desktop,Social Media,1
1216,13,156,3,3,16,239,Sports,Desktop,Organic,0
1217,18,493,1,9,6,552,Sports,Desktop,Email,1
1218,3,315,1,9,9,211,Sports,Desktop,Organic,0
1219,7,455,0,4,5,473,Sports,Tablet,Ads,0
1220,14,230,4,5,16,280,Sports,Desktop,Social Media,1
1221,17,564,4,3,18,167,Clothing,Desktop,Email,1
1222,12,387,3,1,19,247,Home,Mobile,Referral,0
1223,16,275,2,1,12,780,Sports,Tablet,Referral,0
1224,12,104,2,2,2,483,Beauty,Desktop,Ads,0
1225,15,271,0,1,10,878,Clothing,Tablet,Social Media,0
1226,10,80,1,0,12,116,Electronics,Mobile,Organic,0
1227,7,228,0,7,14,839,Home,Mobile,Ads,0
1228,5,542,4,4,18,322,Beauty,Desktop,Organic,1
1229,1,101,1,9,19,121,Sports,Desktop,Email,0
1230,17,136,0,0,6,237,Clothing,Desktop,Organic,0
1231,3,89,3,8,5,233,Clothing,Desktop,Email,0
1232,13,247,4,7,16,215,Sports,Mobile,Social Media,1
1233,14,381,2,3,14,114,Beauty,Tablet,Ads,0
1234,18,495,0,7,13,856,Clothing,Desktop,Organic,1
1235,4,34,4,9,2,693,Books,Tablet,Social Media,0
1236,18,165,4,6,2,185,Home,Desktop,Social Media,1
1237,5,526,2,6,12,322,Beauty,Desktop,Organic,0
1238,16,539,2,0,1,562,Sports,Mobile,Referral,0
1239,1,66,2,5,19,190,Beauty,Desktop,Referral,0
1240,14,28,0,3,16,415,Books,Desktop,Email,0
1241,15,393,2,9,7,514,Beauty,Desktop,Social Media,1
1242,9,202,3,9,7,532,Electronics,Mobile,Ads,0
1243,15,246,4,9,16,880,Sports,Tablet,Ads,1
1244,17,396,2,1,6,185,Home,Mobile,Social Media,1
1245,4,435,4,9,18,172,Sports,Desktop,Referral,1
1246,12,286,1,6,1,798,Electronics,Desktop,Social Media,0
1247,5,236,1,8,1,648,Sports,Desktop,Email,0
1248,5,561,2,4,14,313,Sports,Tablet,Social Media,1
1249,11,332,4,7,6,591,Home,Tablet,Organic,1
1250,6,162,1,4,6,64,Electronics,Desktop,Referral,0
1251,7,246,2,6,4,253,Sports,Desktop,Organic,0
1252,14,64,4,6,12,697,Books,Tablet,Organic,0
1253,11,445,2,8,18,422,Sports,Mobile,Social Media,1
1254,13,118,4,2,10,437,Clothing,Mobile,Social Media,0
1255,2,193,1,0,3,732,Sports,Tablet,Ads,0
1256,7,377,2,1,3,417,Home,Tablet,Organic,0
1257,4,207,1,5,8,725,Clothing,Desktop,Social Media,0
1258,8,380,2,9,1,778,Books,Tablet,Ads,0
1259,19,382,0,9,18,326,Books,Tablet,Organic,1
1260,13,506,1,8,15,352,Books,Desktop,Ads,1
1261,14,210,1,2,17,845,Electronics,Tablet,Referral,0
1262,10,518,3,9,11,883,Books,Desktop,Email,1
1263,11,331,1,1,13,517,Beauty,Mobile,Organic,0
1264,2,284,4,0,10,599,Home,Mobile,Social Media,0
1265,9,220,2,1,13,68,Electronics,Mobile,Referral,0
1266,17,513,0,2,17,534,Clothing,Desktop,Ads,1
1267,3,127,4,6,1,532,Beauty,Mobile,Email,0
1268,6,563,4,1,16,782,Electronics,Mobile,Organic,1
1269,5,51,4,4,16,566,Home,Desktop,Email,0
1270,5,324,4,1,3,345,Clothing,Desktop,Referral,0
1271,15,338,0,6,2,525,Home,Mobile,Email,0
1272,17,26,3,9,6,146,Home,Mobile,Organic,1
1273,9,292,1,7,11,371,Clothing,Mobile,Referral,0
1274,3,267,4,7,3,269,Books,Tablet,Ads,0
1275,17,584,1,7,1,716,Sports,Desktop,Organic,1
1276,10,583,1,9,11,474,Home,Desktop,Email,1
1277,3,28,4,8,13,881,Books,Desktop,Organic,0
1278,18,538,3,0,5,769,Clothing,Desktop,Referral,1
1279,18,432,1,0,18,516,Home,Mobile,Email,1
1280,17,475,2,9,15,794,Sports,Desktop,Ads,1
1281,3,382,1,1,18,440,Clothing,Tablet,Social Media,0
1282,3,90,4,5,15,652,Electronics,Tablet,Ads,0
1283,6,560,0,0,7,782,Electronics,Mobile,Organic,0
1284,13,557,1,4,17,765,Books,Mobile,Social Media,1
1285,15,433,3,4,8,327,Electronics,Desktop,Referral,1
1286,9,438,2,3,13,81,Beauty,Mobile,Email,0
1287,4,397,2,4,16,762,Home,Mobile,Email,0
1288,14,213,0,0,10,333,Home,Mobile,Referral,0
1289,5,205,0,5,14,317,Clothing,Tablet,Organic,0
1290,2,294,1,6,6,693,Beauty,Desktop,Ads,0
1291,11,205,4,7,7,147,Home,Mobile,Social Media,1
1292,9,316,3,1,6,453,Clothing,Desktop,Referral,0
1293,3,23,2,6,17,820,Sports,Desktop,Organic,0
1294,9,155,0,5,8,676,Home,Desktop,Organic,0
1295,3,66,3,8,12,238,Books,Tablet,Social Media,0
1296,2,219,4,7,4,156,Home,Desktop,Referral,0
1297,12,538,2,3,10,322,Sports,Desktop,Ads,1
1298,10,353,2,8,6,548,Sports,Mobile,Ads,1
1299,9,288,4,0,7,251,Home,Mobile,Referral,0
1300,15,218,2,5,8,106,Sports,Tablet,Email,0
1301,8,344,4,7,3,367,Clothing,Desktop,Ads,1
1302,5,297,2,3,8,892,Home,Tablet,Email,0
1303,11,261,1,1,15,819,Home,Desktop,Referral,0
1304,2,274,4,1,1,875,Electronics,Tablet,Organic,0
1305,15,280,3,9,13,879,Books,Desktop,Referral,1
1306,6,428,1,0,18,768,Home,Mobile,Organic,0
1307,8,220,3,4,15,304,Electronics,Tablet,Referral,0
1308,5,374,2,5,7,892,Sports,Mobile,Email,0
1309,16,85,3,3,15,836,Books,Desktop,Email,0
1310,18,330,1,3,3,146,Books,Tablet,Referral,1
1311,6,442,4,4,14,321,Sports,Mobile,Organic,0
1312,5,118,0,4,4,300,Clothing,Mobile,Referral,0
1313,16,531,3,8,4,476,Electronics,Mobile,Organic,1
1314,13,56,0,7,3,186,Home,Desktop,Email,0
1315,5,388,3,8,5,601,Electronics,Tablet,Social Media,0
1316,13,105,3,2,11,213,Sports,Mobile,Ads,0
1317,17,112,4,2,8,453,Sports,Desktop,Email,1
1318,18,155,2,0,2,685,Clothing,Desktop,Referral,0
1319,8,36,1,9,16,702,Books,Desktop,Referral,0
1320,13,539,1,5,10,630,Books,Tablet,Organic,1
1321,19,91,1,3,18,45,Sports,Desktop,Ads,0
1322,3,437,2,7,7,790,Electronics,Desktop,Email,0
1323,8,593,0,1,5,127,Books,Tablet,Ads,0
1324,2,488,1,1,7,645,Home,Tablet,Ads,0
1325,8,171,0,6,6,329,Home,Desktop,Email,0
1326,13,411,2,4,1,776,Electronics,Desktop,Organic,0
1327,13,517,2,0,11,451,Clothing,Mobile,Organic,0
1328,1,47,4,6,13,336,Home,Tablet,Organic,0
1329,6,520,1,6,12,303,Electronics,Tablet,Social Media,0
1330,19,402,4,9,1,290,Electronics,Mobile,Ads,1
1331,16,503,1,5,15,268,Sports,Desktop,Social Media,1
1332,8,209,2,3,1,803,Books,Desktop,Organic,0
1333,1,264,2,7,3,361,Sports,Desktop,Email,0
1334,16,188,3,1,15,144,Books,Desktop,Ads,0
1335,9,556,3,1,9,297,Clothing,Mobile,Email,0
1336,13,398,2,1,14,41,Clothing,Tablet,Referral,0
1337,11,407,2,2,8,102,Clothing,Tablet,Ads,0
1338,13,167,0,5,4,435,Electronics,Desktop,Email,0
1339,10,13,0,0,6,846,Electronics,Mobile,Organic,0
1340,4,176,4,1,1,207,Sports,Desktop,Social Media,0
1341,6,477,3,9,18,801,Home,Desktop,Email,1
1342,7,418,3,1,6,288,Books,Mobile,Referral,0
1343,5,421,2,0,14,429,Books,Mobile,Organic,0
1344,11,213,2,2,11,299,Clothing,Tablet,Referral,0
1345,13,203,4,9,17,861,Books,Tablet,Social Media,1
1346,19,244,3,6,9,661,Beauty,Desktop,Referral,1
1347,10,159,0,0,7,710,Clothing,Desktop,Email,0
1348,10,168,1,6,14,515,Books,Tablet,Email,0
1349,11,288,4,4,17,609,Sports,Mobile,Organic,0
1350,7,413,1,8,8,88,Books,Desktop,Social Media,0
1351,18,320,0,1,16,671,Electronics,Desktop,Social Media,0
1352,4,77,0,0,12,295,Sports,Mobile,Ads,0
1353,2,472,1,8,12,104,Sports,Desktop,Ads,0
1354,14,97,4,7,5,119,Sports,Mobile,Email,0
1355,13,226,1,9,5,534,Beauty,Tablet,Referral,0
1356,12,10,4,5,14,386,Beauty,Tablet,Referral,0
1357,7,144,4,4,6,183,Books,Tablet,Organic,0
1358,2,360,2,7,7,247,Clothing,Tablet,Social Media,0
1359,13,149,3,7,17,515,Books,Tablet,Email,1
1360,14,142,3,4,9,569,Books,Desktop,Referral,0
1361,17,187,0,6,13,159,Books,Tablet,Ads,0
1362,9,367,2,0,9,95,Electronics,Desktop,Email,0
1363,17,389,3,3,16,173,Sports,Desktop,Organic,1
1364,8,459,4,1,4,409,Home,Mobile,Email,1
1365,2,595,4,9,2,342,Clothing,Desktop,Referral,1
1366,13,472,1,2,13,436,Clothing,Desktop,Organic,0
1367,3,117,1,0,13,436,Sports,Tablet,Ads,0
1368,16,131,4,1,19,306,Clothing,Tablet,Ads,0
1369,6,26,4,0,12,644,Sports,Mobile,Referral,0
1370,19,205,1,7,4,438,Clothing,Mobile,Organic,1
1371,7,336,3,3,10,343,Books,Desktop,Ads,0
1372,10,327,0,2,16,578,Electronics,Mobile,Organic,0
1373,9,488,1,0,19,278,Clothing,Tablet,Email,0
1374,2,261,3,1,8,490,Clothing,Tablet,Social Media,0
1375,15,512,3,2,6,428,Home,Tablet,Social Media,1
1376,5,128,3,2,4,697,Electronics,Desktop,Social Media,0
1377,4,507,2,5,7,480,Books,Desktop,Ads,0
1378,4,495,2,9,14,500,Electronics,Mobile,Referral,0
1379,18,54,3,7,13,673,Electronics,Tablet,Social Media,0
1380,4,323,4,5,5,588,Clothing,Desktop,Referral,0
1381,17,188,2,1,9,463,Beauty,Desktop,Social Media,0
1382,12,427,1,1,3,475,Clothing,Mobile,Email,0
1383,17,565,2,6,10,736,Sports,Tablet,Social Media,1
1384,10,87,4,0,15,132,Home,Tablet,Referral,0
1385,1,335,0,0,17,357,Electronics,Mobile,Ads,0
1386,18,366,2,6,6,712,Sports,Mobile,Email,1
1387,18,425,3,8,3,630,Books,Mobile,Referral,1
1388,14,524,3,4,18,275,Sports,Mobile,Organic,1
1389,15,223,3,0,5,87,Beauty,Tablet,Social Media,0
1390,12,83,0,4,13,134,Electronics,Tablet,Email,0
1391,4,572,4,0,1,721,Clothing,Mobile,Ads,0
1392,3,588,1,9,17,98,Electronics,Desktop,Organic,0
1393,12,518,4,8,3,331,Home,Desktop,Social Media,1
1394,7,341,0,3,19,182,Electronics,Tablet,Email,0
1395,11,102,3,8,12,566,Sports,Tablet,Referral,0
1396,1,528,4,1,8,64,Sports,Mobile,Social Media,0
1397,6,278,1,6,8,44,Clothing,Desktop,Email,0
1398,15,385,3,1,15,135,Clothing,Tablet,Social Media,0
1399,15,13,1,3,11,759,Clothing,Desktop,Email,0
1400,19,147,2,5,1,103,Books,Mobile,Referral,0
1401,11,240,1,1,16,885,Home,Tablet,Social Media,0
1402,2,538,3,1,14,314,Books,Tablet,Email,0
1403,14,61,2,1,7,579,Books,Desktop,Organic,0
1404,2,334,3,2,6,226,Books,Desktop,Ads,0
1405,4,286,3,4,4,309,Electronics,Tablet,Email,0
1406,17,545,2,8,8,816,Beauty,Desktop,Email,1
1407,3,495,1,5,19,715,Electronics,Desktop,Email,0
1408,13,525,0,8,3,846,Clothing,Mobile,Social Media,1
1409,9,161,0,9,4,585,Home,Desktop,Ads,0
1410,7,492,0,4,13,695,Books,Tablet,Social Media,0
1411,15,268,0,5,2,182,Electronics,Mobile,Email,0
1412,11,333,4,9,11,320,Sports,Tablet,Email,1
1413,2,177,0,7,16,171,Books,Mobile,Ads,0
1414,15,319,2,2,10,797,Electronics,Mobile,Organic,0
1415,14,488,0,1,15,341,Sports,Desktop,Social Media,0
1416,11,65,3,2,10,675,Electronics,Desktop,Organic,0
1417,3,482,0,8,2,61,Electronics,Tablet,Email,0
1418,17,305,1,5,6,55,Books,Desktop,Email,0
1419,12,470,2,9,14,284,Electronics,Mobile,Referral,1
1420,15,333,2,3,2,764,Clothing,Desktop,Referral,1
1421,16,150,4,9,10,85,Sports,Tablet,Organic,1
1422,5,271,3,2,17,322,Home,Mobile,Referral,0
1423,6,429,2,1,8,666,Beauty,Tablet,Ads,0
1424,19,250,1,3,16,259,Books,Desktop,Organic,0
1425,5,364,0,8,14,82,Sports,Mobile,Referral,0
1426,3,598,2,3,10,130,Clothing,Tablet,Referral,0
1427,1,189,1,4,13,496,Sports,Desktop,Ads,0
1428,6,75,0,7,1,875,Home,Desktop,Ads,0
1429,15,357,4,1,10,833,Books,Tablet,Organic,1
1430,2,180,2,2,12,898,Sports,Mobile,Social Media,0
1431,3,483,2,5,17,296,Clothing,Tablet,Ads,0
1432,17,543,1,6,14,824,Books,Desktop,Referral,1
1433,12,376,3,3,5,31,Clothing,Tablet,Organic,0
1434,18,116,4,0,19,51,Books,Desktop,Social Media,0
1435,15,448,3,6,5,607,Beauty,Mobile,Organic,1
1436,12,236,2,8,15,241,Home,Tablet,Referral,1
1437,16,453,3,0,13,265,Beauty,Mobile,Social Media,1
1438,8,451,0,0,17,558,Electronics,Tablet,Social Media,0
1439,14,405,4,0,1,417,Clothing,Desktop,Ads,1
1440,17,590,3,9,14,43,Beauty,Mobile,Email,1
1441,8,93,0,6,4,548,Clothing,Desktop,Referral,0
1442,15,560,1,8,9,876,Books,Tablet,Email,1
1443,14,22,3,2,17,251,Clothing,Desktop,Referral,0
1444,18,502,4,7,3,645,Electronics,Tablet,Organic,1
1445,7,277,0,8,13,432,Clothing,Mobile,Email,0
1446,3,534,3,2,12,542,Books,Desktop,Social Media,0
1447,12,129,1,2,16,316,Books,Desktop,Ads,0
1448,3,362,3,0,4,413,Beauty,Tablet,Referral,0
1449,14,66,0,1,18,276,Home,Tablet,Ads,0
1450,15,49,3,6,3,120,Sports,Tablet,Referral,0
1451,14,345,4,2,17,855,Beauty,Mobile,Social Media,1
1452,7,182,2,6,1,341,Electronics,Desktop,Social Media,0
1453,17,556,0,4,19,466,Sports,Tablet,Social Media,1
1454,12,268,0,9,4,755,Clothing,Tablet,Social Media,0
1455,4,526,0,7,17,72,Beauty,Desktop,Social Media,0
1456,9,532,0,4,7,103,Sports,Mobile,Ads,0
1457,6,126,3,2,2,783,Beauty,Desktop,Organic,0
1458,16,193,4,8,12,590,Clothing,Tablet,Email,1
1459,2,125,1,6,5,345,Books,Desktop,Ads,0
1460,8,171,4,4,16,763,Beauty,Tablet,Email,0
1461,11,588,0,6,8,891,Electronics,Tablet,Organic,1
1462,13,552,3,9,8,173,Sports,Desktop,Referral,1
1463,17,596,3,8,13,358,Sports,Desktop,Organic,1
1464,8,246,0,4,14,238,Sports,Mobile,Organic,0
1465,18,75,3,6,11,128,Beauty,Tablet,Referral,1
1466,18,79,0,8,6,729,Clothing,Tablet,Email,0
1467,14,456,4,0,16,143,Beauty,Tablet,Social Media,1
1468,15,425,2,3,15,204,Beauty,Tablet,Referral,1
1469,6,541,3,0,16,300,Books,Tablet,Referral,0
1470,11,450,0,7,13,92,Sports,Desktop,Organic,0
1471,13,473,0,2,12,825,Clothing,Tablet,Referral,0
1472,1,405,3,1,18,433,Home,Desktop,Ads,0
1473,6,560,1,3,18,254,Clothing,Mobile,Social Media,0
1474,9,566,0,2,14,190,Beauty,Tablet,Organic,0
1475,8,404,3,4,2,65,Electronics,Mobile,Email,1
1476,11,335,0,7,2,410,Clothing,Desktop,Email,0
1477,19,100,1,9,3,682,Sports,Desktop,Email,0
1478,9,79,2,7,8,347,Electronics,Mobile,Email,0
1479,17,175,1,6,11,737,Home,Tablet,Email,0
1480,12,223,4,7,12,692,Home,Desktop,Organic,1
1481,14,344,3,4,4,485,Electronics,Desktop,Ads,1
1482,15,378,1,9,9,298,Home,Desktop,Ads,1
1483,16,593,2,9,17,373,Electronics,Desktop,Email,1
1484,1,58,0,5,16,69,Beauty,Desktop,Ads,0
1485,10,61,3,7,17,779,Electronics,Desktop,Social Media,0
